Country1,Country2,year,score
Ireland,Switzerland,2014,5
Ireland,Norway,2014,7
Ireland,UnitedKingdom,2014,8
Ireland,Romania,2014,2
Ireland,Netherlands,2014,10
Ireland,Austria,2014,12
Ireland,Malta,2014,3
Belarus,Hungary,2014,5
Belarus,Greece,2014,6
Belarus,Poland,2014,7
Belarus,Armenia,2014,10
Belarus,Azerbaijan,2014,3
Belarus,Norway,2014,4
Belarus,Romania,2014,1
Belarus,Russia,2014,12
Belarus,Ukraine,2014,8
Belarus,Netherlands,2014,2
Moldova,Hungary,2014,4
Moldova,Russia,2014,8
Moldova,Belarus,2014,5
Moldova,Armenia,2014,3
Moldova,Sweden,2014,6
Moldova,Romania,2014,12
Moldova,Austria,2014,7
Moldova,Ukraine,2014,10
Moldova,SanMarino,2014,1
Moldova,Poland,2014,2
Montenegro,Hungary,2014,12
Montenegro,Slovenia,2014,8
Montenegro,Italy,2014,6
Montenegro,Ukraine,2014,7
Montenegro,Armenia,2014,10
Montenegro,Sweden,2014,3
Montenegro,Switzerland,2014,5
Montenegro,Austria,2014,2
Montenegro,Belarus,2014,1
Montenegro,Poland,2014,4
Armenia,Netherlands,2014,4
Armenia,Montenegro,2014,12
Armenia,Denmark,2014,1
Armenia,Switzerland,2014,5
Armenia,SanMarino,2014,3
Armenia,Greece,2014,7
Armenia,Russia,2014,10
Armenia,Belarus,2014,8
Armenia,Germany,2014,6
Armenia,Spain,2014,2
Azerbaijan,Hungary,2014,8
Azerbaijan,Greece,2014,4
Azerbaijan,SanMarino,2014,3
Azerbaijan,Belarus,2014,7
Azerbaijan,Russia,2014,12
Azerbaijan,Romania,2014,6
Azerbaijan,Austria,2014,1
Azerbaijan,Ukraine,2014,10
Azerbaijan,Malta,2014,5
Azerbaijan,Poland,2014,2
Norway,Denmark,2014,1
Norway,Spain,2014,5
Norway,Poland,2014,2
Norway,UnitedKingdom,2014,3
Norway,Sweden,2014,8
Norway,Romania,2014,4
Norway,Iceland,2014,6
Norway,Finland,2014,7
Norway,Austria,2014,10
Norway,Netherlands,2014,12
UnitedKingdom,Denmark,2014,3
UnitedKingdom,Netherlands,2014,8
UnitedKingdom,Spain,2014,5
UnitedKingdom,Sweden,2014,7
UnitedKingdom,Switzerland,2014,1
UnitedKingdom,Finland,2014,6
UnitedKingdom,Greece,2014,2
UnitedKingdom,Iceland,2014,4
UnitedKingdom,Austria,2014,12
UnitedKingdom,Malta,2014,10
Macedonia,Hungary,2014,10
Macedonia,Slovenia,2014,1
Macedonia,Montenegro,2014,12
Macedonia,Poland,2014,5
Macedonia,Armenia,2014,8
Macedonia,Romania,2014,4
Macedonia,Russia,2014,6
Macedonia,Austria,2014,3
Macedonia,Netherlands,2014,7
Macedonia,Italy,2014,2
Iceland,Hungary,2014,6
Iceland,Poland,2014,3
Iceland,Armenia,2014,2
Iceland,Norway,2014,1
Iceland,Sweden,2014,7
Iceland,UnitedKingdom,2014,4
Iceland,Denmark,2014,8
Iceland,Finland,2014,5
Iceland,Austria,2014,10
Iceland,Netherlands,2014,12
Israel,Hungary,2014,7
Israel,Greece,2014,2
Israel,Russia,2014,3
Israel,Belarus,2014,1
Israel,Armenia,2014,6
Israel,Sweden,2014,10
Israel,Romania,2014,8
Israel,Austria,2014,12
Israel,Ukraine,2014,5
Israel,Spain,2014,4
Denmark,Hungary,2014,3
Denmark,Ukraine,2014,1
Denmark,Armenia,2014,2
Denmark,Norway,2014,6
Denmark,Sweden,2014,12
Denmark,UnitedKingdom,2014,7
Denmark,Iceland,2014,5
Denmark,Finland,2014,4
Denmark,Austria,2014,8
Denmark,Netherlands,2014,10
Germany,Denmark,2014,8
Germany,Spain,2014,1
Germany,Poland,2014,10
Germany,Armenia,2014,6
Germany,Norway,2014,5
Germany,Finland,2014,4
Germany,Iceland,2014,2
Germany,Austria,2014,7
Germany,Netherlands,2014,12
Germany,Switzerland,2014,3
Hungary,Switzerland,2014,1
Hungary,Austria,2014,10
Hungary,Armenia,2014,7
Hungary,Sweden,2014,8
Hungary,Iceland,2014,5
Hungary,Finland,2014,6
Hungary,Ukraine,2014,2
Hungary,Netherlands,2014,12
Hungary,SanMarino,2014,4
Hungary,Poland,2014,3
Georgia,Ukraine,2014,6
Georgia,Armenia,2014,12
Georgia,Azerbaijan,2014,7
Georgia,Sweden,2014,2
Georgia,Greece,2014,4
Georgia,Russia,2014,8
Georgia,Austria,2014,10
Georgia,Germany,2014,4
Georgia,UnitedKingdom,2014,3
Georgia,Switzerland,2014,1
Italy,Greece,2014,3
Italy,Malta,2014,1
Italy,Poland,2014,8
Italy,Switzerland,2014,2
Italy,Finland,2014,6
Italy,Romania,2014,5
Italy,Iceland,2014,7
Italy,Netherlands,2014,4
Italy,Ukraine,2014,10
Italy,Austria,2014,12
Poland,Denmark,2014,6
Poland,Netherlands,2014,12
Poland,Spain,2014,2
Poland,Sweden,2014,4
Poland,Armenia,2014,1
Poland,Norway,2014,7
Poland,Finland,2014,3
Poland,Switzerland,2014,10
Poland,Ukraine,2014,5
Poland,Germany,2014,8
Switzerland,Hungary,2014,1
Switzerland,Denmark,2014,3
Switzerland,Italy,2014,2
Switzerland,Sweden,2014,6
Switzerland,Norway,2014,5
Switzerland,Finland,2014,4
Switzerland,Netherlands,2014,10
Switzerland,Austria,2014,12
Switzerland,Germany,2014,7
Switzerland,Spain,2014,8
Greece,Hungary,2014,6
Greece,Switzerland,2014,4
Greece,Ukraine,2014,5
Greece,Armenia,2014,7
Greece,Norway,2014,3
Greece,Sweden,2014,2
Greece,Russia,2014,10
Greece,Austria,2014,12
Greece,Netherlands,2014,8
Greece,Poland,2014,1
Russia,Hungary,2014,6
Russia,Netherlands,2014,3
Russia,Belarus,2014,12
Russia,Armenia,2014,8
Russia,Azerbaijan,2014,10
Russia,Sweden,2014,2
Russia,Greece,2014,4
Russia,Iceland,2014,1
Russia,Ukraine,2014,7
Russia,Austria,2014,5
France,Denmark,2014,3
France,Italy,2014,1
France,Poland,2014,5
France,Armenia,2014,12
France,Norway,2014,2
France,Sweden,2014,4
France,Iceland,2014,7
France,Austria,2014,10
France,Netherlands,2014,8
France,Spain,2014,6
Austria,Hungary,2014,7
Austria,Sweden,2014,6
Austria,Armenia,2014,12
Austria,Norway,2014,1
Austria,Finland,2014,4
Austria,Romania,2014,8
Austria,Iceland,2014,2
Austria,Ukraine,2014,5
Austria,Netherlands,2014,10
Austria,Switzerland,2014,3
Malta,Greece,2014,1
Malta,Italy,2014,12
Malta,Sweden,2014,7
Malta,Armenia,2014,6
Malta,Norway,2014,2
Malta,UnitedKingdom,2014,4
Malta,Romania,2014,8
Malta,Russia,2014,5
Malta,Austria,2014,10
Malta,Switzerland,2014,3
Ukraine,Hungary,2014,3
Ukraine,Spain,2014,2
Ukraine,Belarus,2014,6
Ukraine,Armenia,2014,10
Ukraine,Azerbaijan,2014,1
Ukraine,Sweden,2014,12
Ukraine,Russia,2014,4
Ukraine,Austria,2014,8
Ukraine,Germany,2014,5
Ukraine,Poland,2014,7
Latvia,Hungary,2014,1
Latvia,Spain,2014,4
Latvia,Ukraine,2014,7
Latvia,Armenia,2014,10
Latvia,Norway,2014,5
Latvia,Sweden,2014,8
Latvia,Russia,2014,2
Latvia,Finland,2014,3
Latvia,Austria,2014,6
Latvia,Netherlands,2014,12
Lithuania,Georgia,2015,6
Lithuania,Italy,2015,1
Lithuania,Belgium,2015,7
Lithuania,Norway,2015,5
Lithuania,Australia,2015,3
Lithuania,Slovenia,2015,4
Lithuania,Sweden,2015,10
Lithuania,Azerbaijan,2015,2
Lithuania,Latvia,2015,12
Lithuania,Estonia,2015,8
Belgium,Georgia,2015,1
Belgium,Italy,2015,8
Belgium,Armenia,2015,3
Belgium,Albania,2015,6
Belgium,Australia,2015,4
Belgium,Romania,2015,5
Belgium,Russia,2015,10
Belgium,Sweden,2015,12
Belgium,Latvia,2015,7
Belgium,Estonia,2015,2
Albania,Serbia,2015,2
Albania,Italy,2015,12
Albania,Sweden,2015,7
Albania,Australia,2015,3
Albania,Greece,2015,10
Albania,Russia,2015,8
Albania,Israel,2015,5
Albania,Belgium,2015,1
Albania,Montenegro,2015,6
Albania,Estonia,2015,4
Sweden,Slovenia,2015,1
Sweden,Italy,2015,8
Sweden,Norway,2015,7
Sweden,Australia,2015,12
Sweden,Russia,2015,6
Sweden,Israel,2015,4
Sweden,Belgium,2015,10
Sweden,Montenegro,2015,2
Sweden,Latvia,2015,5
Sweden,Estonia,2015,3
Australia,Serbia,2015,5
Australia,Georgia,2015,1
Australia,Italy,2015,8
Australia,Sweden,2015,12
Australia,Norway,2015,4
Australia,Russia,2015,10
Australia,Israel,2015,2
Australia,Belgium,2015,6
Australia,Latvia,2015,7
Australia,Estonia,2015,3
Slovenia,Serbia,2015,6
Slovenia,Italy,2015,8
Slovenia,Sweden,2015,12
Slovenia,Norway,2015,4
Slovenia,Australia,2015,2
Slovenia,Russia,2015,5
Slovenia,Montenegro,2015,10
Slovenia,Belgium,2015,3
Slovenia,Cyprus,2015,1
Slovenia,Latvia,2015,7
Netherlands,Serbia,2015,1
Netherlands,Italy,2015,7
Netherlands,Sweden,2015,10
Netherlands,Norway,2015,3
Netherlands,Australia,2015,8
Netherlands,Russia,2015,6
Netherlands,Israel,2015,5
Netherlands,Belgium,2015,12
Netherlands,Latvia,2015,2
Netherlands,Estonia,2015,4
SanMarino,Hungary,2015,4
SanMarino,Italy,2015,10
SanMarino,Sweden,2015,7
SanMarino,Norway,2015,6
SanMarino,Australia,2015,8
SanMarino,UnitedKingdom,2015,3
SanMarino,France,2015,1
SanMarino,Belgium,2015,5
SanMarino,Israel,2015,2
SanMarino,Latvia,2015,12
Estonia,Hungary,2015,8
Estonia,Georgia,2015,1
Estonia,Italy,2015,3
Estonia,Lithuania,2015,2
Estonia,Sweden,2015,10
Estonia,Norway,2015,4
Estonia,Australia,2015,5
Estonia,Russia,2015,12
Estonia,Belgium,2015,7
Estonia,Latvia,2015,6
Spain,Italy,2015,12
Spain,Sweden,2015,8
Spain,Norway,2015,2
Spain,Australia,2015,7
Spain,Romania,2015,5
Spain,Russia,2015,10
Spain,Israel,2015,1
Spain,Belgium,2015,6
Spain,Latvia,2015,4
Spain,Estonia,2015,3
Finland,Slovenia,2015,1
Finland,Italy,2015,2
Finland,Sweden,2015,12
Finland,Norway,2015,4
Finland,Australia,2015,5
Finland,Russia,2015,8
Finland,Israel,2015,3
Finland,Belgium,2015,7
Finland,Latvia,2015,6
Finland,Estonia,2015,10
Romania,Hungary,2015,4
Romania,Italy,2015,12
Romania,Belgium,2015,7
Romania,Sweden,2015,8
Romania,Norway,2015,6
Romania,Australia,2015,2
Romania,Russia,2015,10
Romania,Israel,2015,1
Romania,Azerbaijan,2015,3
Romania,Latvia,2015,5
Ireland,Italy,2015,6
Ireland,Belgium,2015,2
Ireland,Sweden,2015,10
Ireland,Norway,2015,4
Ireland,Australia,2015,5
Ireland,UnitedKingdom,2015,1
Ireland,Russia,2015,8
Ireland,Lithuania,2015,7
Ireland,Latvia,2015,12
Ireland,Poland,2015,3
Portugal,Italy,2015,12
Portugal,Sweden,2015,8
Portugal,Norway,2015,6
Portugal,Romania,2015,4
Portugal,Russia,2015,10
Portugal,Israel,2015,7
Portugal,Belgium,2015,5
Portugal,Spain,2015,3
Portugal,Latvia,2015,2
Portugal,Estonia,2015,1
Belarus,Georgia,2015,3
Belarus,Italy,2015,1
Belarus,Sweden,2015,10
Belarus,Armenia,2015,4
Belarus,Australia,2015,6
Belarus,Russia,2015,12
Belarus,Israel,2015,2
Belarus,Belgium,2015,8
Belarus,Latvia,2015,5
Belarus,Estonia,2015,7
Cyprus,Romania,2015,1
Cyprus,Italy,2015,12
Cyprus,Sweden,2015,10
Cyprus,Australia,2015,4
Cyprus,Greece,2015,8
Cyprus,Russia,2015,5
Cyprus,Israel,2015,6
Cyprus,Belgium,2015,7
Cyprus,Latvia,2015,3
Cyprus,Estonia,2015,2
Moldova,Georgia,2015,5
Moldova,Italy,2015,7
Moldova,Belgium,2015,6
Moldova,Sweden,2015,8
Moldova,Australia,2015,4
Moldova,Romania,2015,12
Moldova,Russia,2015,10
Moldova,Azerbaijan,2015,3
Moldova,Spain,2015,1
Moldova,Latvia,2015,2
Serbia,Slovenia,2015,5
Serbia,Italy,2015,7
Serbia,Sweden,2015,8
Serbia,Australia,2015,3
Serbia,Russia,2015,10
Serbia,Israel,2015,6
Serbia,Belgium,2015,4
Serbia,Montenegro,2015,12
Serbia,Latvia,2015,1
Serbia,Estonia,2015,2
Montenegro,Serbia,2015,12
Montenegro,Slovenia,2015,4
Montenegro,Italy,2015,6
Montenegro,Sweden,2015,5
Montenegro,Albania,2015,10
Montenegro,Russia,2015,7
Montenegro,Israel,2015,3
Montenegro,Azerbaijan,2015,8
Montenegro,Spain,2015,2
Montenegro,Estonia,2015,1
Armenia,Georgia,2015,10
Armenia,Italy,2015,6
Armenia,Sweden,2015,7
Armenia,Australia,2015,1
Armenia,Greece,2015,5
Armenia,Russia,2015,12
Armenia,France,2015,3
Armenia,Belgium,2015,4
Armenia,Montenegro,2015,8
Armenia,Latvia,2015,2
Azerbaijan,Georgia,2015,10
Azerbaijan,Italy,2015,8
Azerbaijan,Spain,2015,1
Azerbaijan,Slovenia,2015,3
Azerbaijan,Russia,2015,12
Azerbaijan,Israel,2015,7
Azerbaijan,Sweden,2015,6
Azerbaijan,Montenegro,2015,2
Azerbaijan,Latvia,2015,5
Azerbaijan,Estonia,2015,4
Norway,Slovenia,2015,1
Norway,Italy,2015,5
Norway,Lithuania,2015,6
Norway,Sweden,2015,12
Norway,Australia,2015,10
Norway,Russia,2015,2
Norway,Israel,2015,4
Norway,Belgium,2015,7
Norway,Latvia,2015,8
Norway,Estonia,2015,3
UnitedKingdom,Serbia,2015,1
UnitedKingdom,Italy,2015,8
UnitedKingdom,Lithuania,2015,4
UnitedKingdom,Sweden,2015,12
UnitedKingdom,Australia,2015,10
UnitedKingdom,Russia,2015,6
UnitedKingdom,Israel,2015,5
UnitedKingdom,Belgium,2015,3
UnitedKingdom,Latvia,2015,7
UnitedKingdom,Poland,2015,2
Macedonia,Serbia,2015,10
Macedonia,Slovenia,2015,8
Macedonia,Italy,2015,7
Macedonia,Sweden,2015,5
Macedonia,Armenia,2015,3
Macedonia,Albania,2015,12
Macedonia,Russia,2015,6
Macedonia,Belgium,2015,1
Macedonia,Montenegro,2015,4
Macedonia,Estonia,2015,2
Iceland,Slovenia,2015,2
Iceland,Italy,2015,6
Iceland,Sweden,2015,12
Iceland,Norway,2015,10
Iceland,Australia,2015,8
Iceland,Russia,2015,3
Iceland,Israel,2015,5
Iceland,Belgium,2015,4
Iceland,Latvia,2015,7
Iceland,Estonia,2015,1
Israel,Serbia,2015,2
Israel,Slovenia,2015,6
Israel,Italy,2015,12
Israel,Sweden,2015,10
Israel,Australia,2015,7
Israel,Romania,2015,5
Israel,Russia,2015,8
Israel,Belgium,2015,4
Israel,Spain,2015,1
Israel,Estonia,2015,3
Denmark,Italy,2015,5
Denmark,Lithuania,2015,1
Denmark,Sweden,2015,12
Denmark,Norway,2015,3
Denmark,Australia,2015,8
Denmark,Romania,2015,2
Denmark,Russia,2015,10
Denmark,Belgium,2015,7
Denmark,Latvia,2015,4
Denmark,Estonia,2015,6
Germany,Hungary,2015,1
Germany,Italy,2015,3
Germany,Sweden,2015,10
Germany,Norway,2015,4
Germany,Australia,2015,7
Germany,Russia,2015,12
Germany,Israel,2015,5
Germany,Belgium,2015,8
Germany,Latvia,2015,6
Germany,Estonia,2015,2
Hungary,Georgia,2015,3
Hungary,Italy,2015,2
Hungary,Sweden,2015,10
Hungary,Norway,2015,4
Hungary,Australia,2015,8
Hungary,Romania,2015,1
Hungary,Russia,2015,6
Hungary,Belgium,2015,12
Hungary,Latvia,2015,5
Hungary,Estonia,2015,7
Georgia,Lithuania,2015,3
Georgia,Italy,2015,8
Georgia,Belgium,2015,6
Georgia,Armenia,2015,12
Georgia,Sweden,2015,7
Georgia,Russia,2015,5
Georgia,Israel,2015,1
Georgia,Azerbaijan,2015,10
Georgia,Latvia,2015,4
Georgia,Estonia,2015,2
Italy,Serbia,2015,3
Italy,Poland,2015,1
Italy,Sweden,2015,12
Italy,Norway,2015,5
Italy,Australia,2015,6
Italy,Russia,2015,10
Italy,Israel,2015,8
Italy,Belgium,2015,7
Italy,Latvia,2015,4
Italy,Estonia,2015,2
Poland,Slovenia,2015,1
Poland,Italy,2015,7
Poland,Sweden,2015,12
Poland,Norway,2015,3
Poland,Australia,2015,8
Poland,Russia,2015,6
Poland,Israel,2015,4
Poland,Belgium,2015,5
Poland,Latvia,2015,10
Poland,Estonia,2015,2
Switzerland,Serbia,2015,5
Switzerland,Italy,2015,6
Switzerland,Sweden,2015,12
Switzerland,Norway,2015,10
Switzerland,Australia,2015,8
Switzerland,Russia,2015,7
Switzerland,Israel,2015,3
Switzerland,Belgium,2015,2
Switzerland,Spain,2015,1
Switzerland,Latvia,2015,4
Greece,Georgia,2015,2
Greece,Italy,2015,12
Greece,Sweden,2015,4
Greece,Armenia,2015,1
Greece,Albania,2015,6
Greece,Australia,2015,5
Greece,Russia,2015,8
Greece,Belgium,2015,7
Greece,Cyprus,2015,10
Greece,Latvia,2015,3
Russia,Georgia,2015,5
Russia,Italy,2015,12
Russia,Belgium,2015,10
Russia,Armenia,2015,6
Russia,Sweden,2015,8
Russia,Australia,2015,4
Russia,Azerbaijan,2015,3
Russia,Spain,2015,1
Russia,Latvia,2015,2
Russia,Estonia,2015,7
France,Hungary,2015,1
France,Italy,2015,6
France,Poland,2015,4
France,Armenia,2015,3
France,Sweden,2015,8
France,Australia,2015,2
France,Russia,2015,10
France,Belgium,2015,12
France,Spain,2015,5
France,Latvia,2015,7
Austria,Serbia,2015,3
Austria,Italy,2015,10
Austria,Sweden,2015,7
Austria,Norway,2015,4
Austria,Australia,2015,12
Austria,Russia,2015,8
Austria,Israel,2015,2
Austria,Belgium,2015,5
Austria,Latvia,2015,1
Austria,Estonia,2015,6
Malta,Italy,2015,12
Malta,Sweden,2015,10
Malta,Norway,2015,2
Malta,Australia,2015,6
Malta,UnitedKingdom,2015,1
Malta,Russia,2015,7
Malta,Israel,2015,5
Malta,Azerbaijan,2015,8
Malta,Latvia,2015,4
Malta,Estonia,2015,3
Latvia,Slovenia,2015,3
Latvia,Italy,2015,8
Latvia,Lithuania,2015,7
Latvia,Sweden,2015,12
Latvia,Norway,2015,2
Latvia,Australia,2015,5
Latvia,Russia,2015,10
Latvia,Israel,2015,1
Latvia,Belgium,2015,4
Latvia,Estonia,2015,6
CzechRepublic,Hungary,2015,1
CzechRepublic,Georgia,2015,4
CzechRepublic,Italy,2015,7
CzechRepublic,Belgium,2015,6
CzechRepublic,Armenia,2015,2
CzechRepublic,Sweden,2015,10
CzechRepublic,Russia,2015,8
CzechRepublic,Azerbaijan,2015,12
CzechRepublic,Serbia,2015,3
CzechRepublic,Latvia,2015,5
